timestamp,icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,geo_altitude,on_ground,velocity,true_track,vertical_rate,sensors,squawk,spi,position_source
2025-06-01 14:29:56,3443d2,VLG64PK,Spain,1748788196,1748788196,4.2634,52.142,3977.64,4069.08,False,160.0,253.37,14.63,,2102,False,0
2025-06-01 14:29:56,407b04,KLM1034,United Kingdom,1748788195,1748788195,4.4805,52.473,1280.16,1333.5,False,131.14,26.57,-7.15,,6254,False,0
2025-06-01 14:29:56,484fdf,KLM38W,Kingdom of the Netherlands,1748788193,1748788193,4.736,52.3206,,,True,12.35,92.81,,,1000,False,0
2025-06-01 14:29:56,440115,EJU52NB,Austria,1748788194,1748788195,4.7414,52.3142,,,True,6.69,177.19,,,1000,False,0
2025-06-01 14:29:56,a4c9d5,,United States,1748788193,1748788193,4.7733,52.303,,,True,2.57,233.44,,,,False,0
2025-06-01 14:29:56,740737,RJA152,Jordan,1748788195,1748788195,4.7457,52.215,1295.4,1348.74,False,134.13,116.66,13.66,,3140,False,0
2025-06-01 14:29:56,486491,KLM24D,Kingdom of the Netherlands,1748788192,1748788192,4.7417,52.3177,,,True,7.72,182.81,,,1000,False,0
2025-06-01 14:29:56,34258f,,Spain,1748788150,1748788150,4.7649,52.3037,,,True,0.0,160.31,,,,False,0
2025-06-01 14:29:56,39e692,AFR26WH,France,1748788196,1748788196,4.3181,52.269,1927.86,1988.82,False,144.06,21.8,-5.2,,1000,False,0
2025-06-01 14:29:56,782189,CKK205,China,1748788193,1748788193,4.7411,52.3113,,,True,11.83,182.81,,,1000,False,0
2025-06-01 14:29:56,495149,TAP670,Portugal,1748788195,1748788196,4.7218,52.3284,,,True,9.26,92.81,,,1000,False,0
2025-06-01 14:29:56,3e4f9b,STQ99A,Germany,1748788179,1748788179,4.7951,52.3085,,,True,22.64,222.19,,,1000,False,0
2025-06-01 14:29:56,4841a6,KLM1035,Kingdom of the Netherlands,1748788166,1748788166,4.7746,52.3082,,,True,7.2,182.81,,,,False,0
2025-06-01 14:29:56,4842b1,,Kingdom of the Netherlands,1748788195,1748788195,4.7232,52.3287,,,True,3.09,300.94,,,,False,0
2025-06-01 14:29:56,4855d0,KLM1058,Kingdom of the Netherlands,1748788195,1748788196,4.7176,52.4258,396.24,449.58,False,75.76,183.5,-3.25,,1154,False,0
2025-06-01 14:29:56,486648,CND9712,Kingdom of the Netherlands,1748788195,1748788195,5.0525,52.474,1524.0,1584.96,False,118.52,319.05,-3.25,,1000,False,0
2025-06-01 14:29:56,4864eb,KLM1978,Kingdom of the Netherlands,1748788195,1748788195,4.7124,52.366,45.72,99.06,False,72.14,183.27,-3.58,,1000,False,0
2025-06-01 14:29:56,4866ee,TRA2K,Kingdom of the Netherlands,1748788195,1748788195,4.7237,52.4907,601.98,655.32,False,90.79,184.22,0.0,,1000,False,0
2025-06-01 14:29:56,484166,KLM61D,Kingdom of the Netherlands,1748788195,1748788195,4.7138,52.2807,373.38,426.72,False,84.3,240.78,8.45,,0176,False,0
2025-06-01 14:29:56,484131,KLM58N,Kingdom of the Netherlands,1748787948,1748787948,4.7736,52.3099,,,True,0.64,182.81,,,1000,False,0
2025-06-01 14:29:56,484a91,ZXP01,Kingdom of the Netherlands,1748788195,1748788195,5.0617,52.1179,327.66,373.38,False,52.4,313.41,-3.9,,6220,False,0
2025-06-01 14:29:56,484b31,KLM24V,Kingdom of the Netherlands,1748788194,1748788194,4.7416,52.3162,,,True,11.83,185.62,,,1000,False,0
2025-06-01 14:29:56,4b1a1d,EZS38DN,Switzerland,1748788193,1748788193,4.7118,52.3364,,,True,8.75,154.69,,,1000,False,0
2025-06-01 14:29:56,4cadfe,RYR5SW,Ireland,1748788195,1748788195,4.9675,52.4087,11582.4,11734.8,False,209.21,288.35,0.0,,3121,False,0
2025-06-01 14:29:56,484966,KLM1756,Kingdom of the Netherlands,1748788072,1748788072,4.773,52.309,,,True,0.9,5.62,,,1372,False,0
2025-06-01 14:31:05,3443d2,VLG64PK,Spain,1748788265,1748788265,4.1036,52.1123,4808.22,4914.9,False,167.78,253.07,11.7,,2102,False,0
2025-06-01 14:31:05,484fdf,KLM38W,Kingdom of the Netherlands,1748788264,1748788264,4.7416,52.3163,,,True,12.35,185.62,,,1000,False,0
2025-06-01 14:31:05,440115,EJU52NB,Austria,1748788263,1748788263,4.7521,52.3142,,,True,11.83,87.19,,,1000,False,0
2025-06-01 14:31:05,a4c9d5,JBU32,United States,1748788264,1748788264,4.7261,52.2852,312.42,358.14,False,79.32,239.61,12.35,,2140,False,0
2025-06-01 14:31:05,740737,RJA152,Jordan,1748788264,1748788264,4.8771,52.1759,2019.3,2072.64,False,159.53,96.67,13.0,,3140,False,0
2025-06-01 14:31:05,486491,KLM24D,Kingdom of the Netherlands,1748788264,1748788264,4.741,52.3096,,,True,12.35,182.81,,,1000,False,0
2025-06-01 14:31:05,34258f,,Spain,1748788150,1748788150,4.7649,52.3037,,,True,0.0,160.31,,,,False,0
2025-06-01 14:31:05,39e692,AFR26WH,France,1748788264,1748788264,4.3755,52.3439,1684.02,1737.36,False,130.45,25.96,-5.2,,1000,False,0
2025-06-01 14:31:05,4846bb,OH14,Kingdom of the Netherlands,1748788226,1748788226,4.7446,52.3032,,,True,6.43,312.19,,,,False,0
2025-06-01 14:31:05,782189,CKK205,China,1748788262,1748788262,4.7405,52.3045,,,True,6.17,182.81,,,1000,False,0
2025-06-01 14:31:05,495149,TAP670,Portugal,1748788265,1748788265,4.7303,52.3232,,,True,13.38,140.62,,,1000,False,0
