timestamp,icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,geo_altitude,on_ground,velocity,true_track,vertical_rate,sensors,squawk,spi,position_source
2025-06-01 15:15:27,4aca75,SAS1549,Sweden,1748790645,1748790645,4.7525,52.2983,,,True,8.23,101.25,,,0730,False,0
2025-06-01 15:15:27,4bc84f,PGT42QN,Turkey,1748790917,1748790917,4.7562,52.3122,,,True,0.0,87.19,,,,False,0
2025-06-01 15:15:27,02019b,RAM850W,Morocco,1748790927,1748790927,4.3056,52.1974,1569.72,1630.68,False,147.7,21.02,-5.2,,1000,False,0
2025-06-01 15:15:27,484f18,KLM92Y,Kingdom of the Netherlands,1748790926,1748790926,4.7418,52.3191,,,True,9.26,185.62,,,1000,False,0
2025-06-01 15:15:27,484ac0,ZXP26,Kingdom of the Netherlands,1748790926,1748790926,4.8082,52.3725,213.36,266.7,False,27.23,247.8,0.33,,6220,False,0
2025-06-01 15:15:27,502ccf,BTI7QF,Latvia,1748790927,1748790927,4.7144,52.3904,182.88,236.22,False,68.0,183.04,-4.23,,3531,False,0
2025-06-01 15:15:27,405b65,EZY8672,United Kingdom,1748790924,1748790924,4.711,52.3434,,,True,22.64,157.5,,,6256,False,0
2025-06-01 15:15:27,484560,KLM617,Kingdom of the Netherlands,1748790920,1748790920,4.7749,52.3104,,,True,10.8,182.81,,,,False,0
2025-06-01 15:15:27,485814,KLM1820,Kingdom of the Netherlands,1748790926,1748790926,4.4262,52.3237,1813.56,1874.52,False,149.34,27.71,-4.55,,1000,False,0
2025-06-01 15:15:27,4841a9,TRA91T,Kingdom of the Netherlands,1748790812,1748790812,4.7528,52.2983,,,True,6.94,87.19,,,1750,False,0
2025-06-01 15:15:27,4867b0,TRA2G,Kingdom of the Netherlands,1748790872,1748790875,4.7797,52.3156,,,True,0.0,185.62,,,,False,0
2025-06-01 15:15:27,48436e,KLM643,Kingdom of the Netherlands,1748790923,1748790923,4.7666,52.3146,,,True,5.92,36.56,,,,False,0
2025-06-01 15:15:27,4ca836,EIN60Y,Ireland,1748790926,1748790926,4.4861,52.4006,3634.74,3718.56,False,176.54,337.92,16.91,,7333,False,0
2025-06-01 15:15:27,485345,KLM898,Kingdom of the Netherlands,1748790925,1748790926,4.7477,52.3141,,,True,9.26,87.19,,,1000,False,0
2025-06-01 15:15:27,484135,TRA3T,Kingdom of the Netherlands,1748790926,1748790926,4.7202,52.4532,548.64,556.26,False,85.55,183.45,-4.23,,1000,False,0
2025-06-01 15:15:27,4852f5,KLM21A,Kingdom of the Netherlands,1748790926,1748790926,4.7858,52.2603,419.1,480.06,False,107.07,132.27,1.63,,1000,False,0
2025-06-01 15:15:27,4852f6,KLM1329,Kingdom of the Netherlands,1748790902,1748790925,4.776,52.3076,,,True,9.77,2.81,,,,False,0
2025-06-01 15:15:27,484a96,ZXP06,Kingdom of the Netherlands,1748790926,1748790926,4.6427,52.0819,243.84,289.56,False,50.44,178.25,0.33,,6220,False,0
2025-06-01 15:15:27,406229,EZY42QH,United Kingdom,1748790818,1748790822,4.7552,52.3104,,,True,0.0,149.06,,,6257,False,0
2025-06-01 15:15:27,4cadea,ITY110,Ireland,1748790916,1748790916,4.7637,52.3024,,,True,9.77,56.25,,,1000,False,0
2025-06-01 15:15:27,485a86,TFL5CM,Kingdom of the Netherlands,1748790910,1748790910,4.7761,52.3148,,,True,7.72,326.25,,,,False,0
2025-06-01 15:15:27,485a35,KLM41L,Kingdom of the Netherlands,1748790908,1748790908,4.7709,52.3129,,,True,9.26,33.75,,,,False,0
2025-06-01 15:15:27,485a33,KLM89F,Kingdom of the Netherlands,1748790926,1748790926,4.8008,52.1652,1943.1,1981.2,False,127.07,180.23,17.88,,1000,False,0
2025-06-01 15:16:31,3c4d4a,KLM15Z,Germany,1748790979,1748790979,4.7762,52.3147,,,True,9.26,329.06,,,,False,0
2025-06-01 15:16:31,4bc84f,PGT42QN,Turkey,1748790956,1748790961,4.7562,52.3122,,,True,0.0,87.19,,,,False,0
2025-06-01 15:16:31,4bb2a3,TKJ8FD,Turkey,1748790990,1748790990,4.7216,52.4659,632.46,685.8,False,80.97,184.01,-4.23,,1000,False,0
2025-06-01 15:16:31,02019b,RAM850W,Morocco,1748790991,1748790991,4.3544,52.2742,1333.5,1394.46,False,138.43,21.13,-2.6,,1000,False,0
2025-06-01 15:16:31,484f18,KLM92Y,Kingdom of the Netherlands,1748790990,1748790990,4.7425,52.3139,,,True,7.46,90.0,,,1000,False,0
2025-06-01 15:16:31,484ac0,ZXP26,Kingdom of the Netherlands,1748790991,1748790991,4.8137,52.358,297.18,358.14,False,37.77,127.81,3.25,,6220,False,0
2025-06-01 15:16:31,780bb7,CAO1040,China,1748790986,1748790986,4.7529,52.2979,,,True,3.34,137.81,,,,False,0
2025-06-01 15:16:31,502ccf,BTI7QF,Latvia,1748790990,1748790990,4.7111,52.3533,-15.24,38.1,False,64.41,183.21,-1.63,,3531,False,0
2025-06-01 15:16:31,405b65,EZY8672,United Kingdom,1748790989,1748790990,4.7124,52.3366,,,True,10.8,182.81,,,6256,False,0
